Title,Location,Description,Price/night,Interior,Amenities,Ratings,Reviews,Features,Normalized Price/night,Normalized Reviews,Guests,Room type,Owner,Avg Feature Rating,Has Washer,Has Dryer
Entire rental unit hosted by Roy,"La Fortuna, Alajuela, Costa Rica",#7 Cozy & Spotless Fully Furnished Apartment + A/C,5026,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Free parking on premises, TV with standard cable/satellite, AC  split-type ductless system and 42 more",4.76,398,"Cleanliness 4.9, Accuracy 4.9, Communication 4.9, Location 4.9, Check-in 4.9, Value 4.8",0.005026,0.398,2,Entire,Roy,4.88,False,False
Entire cabin hosted by Lynch,"Puerto Viejo de Talamanca, Limon, Costa Rica",Tiny Beach front house,6419,"3 guests, 1 bedroom, 2 beds, 1 bathroom","Ocean view, Sea view, Beach access  Beachfront, Kitchen, Wifi and 41 more",4.7,118,"Cleanliness 4.7, Accuracy 4.8, Communication 4.8, Location 4.9, Check-in 4.8, Value 4.7",0.006419,0.118,3,Entire,Lynch,4.78,False,False
Tiny home hosted by Minor,"Naranjo, Alajuela Province, Costa Rica",Silo home - Unique place w/ awesome views 100Mbps,3367,"2 guests, 1 bedroom, 1 bed, 1 bathroom","City skyline view, Courtyard view, Kitchen, Wifi  46 Mbps, Dedicated workspace and 36 more",5.0,13,"Cleanliness 4.9, Accuracy 5.0, Communication 4.9, Location 4.9, Check-in 4.8, Value 5.0",0.003367,0.013,2,Tiny home,Minor,4.92,False,False
Entire cottage hosted by Michael,"San Mateo, Alajuela province, Costa Rica",Luxury Villa Carao Jungle Paradise w Great wifi!,16725,"3 guests, 1 bedroom, 2 beds, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free parking on premises, Shared pool and 39 more",4.96,154,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 4.9, Value 4.9",0.016725,0.154,3,Entire,Michael,4.95,False,False
Entire home hosted by Heather,"Nosara, Guanacaste Province, Costa Rica",Tropical oasis in the jungle of Playa Pelada,9952,"4 guests, 2 bedrooms, 2 beds, 1.5 bathrooms","Beach access, Garden view, Kitchen, Wifi, Free parking on premises and 49 more",4.98,41,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.8, Check-in 4.8, Value 5.0",0.009952,0.041,4,Entire,Heather,4.93,False,False
Entire place hosted by Benoit,"Flamingo Beach, Guanacaste, Costa Rica",Ocean view suite + private mini plunge pool,15757,"2 guests, 1 bedroom, 1 king bed, 1 bathroom","Bay view, Beach view, Kitchen, Wifi, Dedicated workspace and 51 more",4.95,66,"Cleanliness 5.0, Accuracy 5.0, Communication 4.9, Location 4.9, Check-in 4.9, Value 4.9",0.015757,0.066,2,Entire,Benoit,4.93,False,False
Entire home hosted by Casitas Pel cano,"Puntarenas Province, Costa Rica",Studio 5min away from beach and surf \Iguana,7829,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Mountain view, Kitchen, Wifi, Dedicated workspace, Free parking on premises and 36 more",4.48,25,"Cleanliness 4.6, Accuracy 4.4, Communication 4.6, Location 3.9, Check-in 4.5, Value 4.3",0.007829,0.025,2,Entire,Casitas Pel cano,4.38,False,False
Entire home hosted by Maria,"OSTEional, Guanacaste Province, Costa Rica",Ixchel,16587,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Beach access  Beachfront, Ocean view, Kitchen, Wifi, Free parking on premises and 39 more",4.95,130,"Cleanliness 4.9, Accuracy 4.9, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.9",0.016587,0.13,2,Entire,Maria,4.88,False,False
Entire home hosted by Krishna,Costa Rica,Private house |A/C| Big Secluded | Playa Chiquita,9073,"2 guests, 1 bedroom, 1 queen bed, 1 cot, 1 bathroom","Public or shared beach access, Kitchen, Wifi, Free parking on premises, Paid washer  In building and 49 more",4.8,154,"Cleanliness 4.8, Accuracy 4.8, Communication 4.9, Location 4.7, Check-in 4.8, Value 4.7",0.009073,0.154,2,Entire,Krishna,4.78,True,False
Entire home hosted by Ross,"Bad Pais, Province of Puntarenas, Costa Rica",Luna 's Lookout,7879,"2 guests, Studio, 1 bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free parking on premises, Pets allowed and 13 more",4.89,38,"Cleanliness 4.7, Accuracy 5.0, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.9",0.007879,0.038,2,Entire,Ross,4.87,False,False
Entire villa hosted by Alejandra,"Jacó, Puntarenas Province, Costa Rica",Best deal in Jaco  Private & Pool2 - 4 people,4561,"4 guests, 1 bedroom, 2 beds, 2 bathrooms","Garden view, River view, Kitchen, Wifi, Free driveway parking on premises  4 spaces and 42 more",4.91,11,"Cleanliness 4.9, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 5.0, Value 4.9",0.004561,0.011,4,Entire,Alejandra,4.95,False,False
Entire apartment hosted by Erica,"Potrero, Guanacaste Province, Costa Rica",Blue Waves - Beachfront,9123,"4 guests, 2 bedrooms, 1 king bed, 1 bathroom","Ocean view, Sea view, Beach access  Beachfront, Kitchen, Fast wifi  261 Mbps and 60 more",4.88,34,"Cleanliness 5.0, Accuracy 4.9, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.9",0.009123,0.034,4,Entire,Erica,4.9,False,False
Entire home hosted by Irena,"Samara, Guanacaste Province, Costa Rica",#3 Ocean & Mountains & Adventures in the jungle,10947,"2 guests, 1 bedroom, 2 beds, 1 bathroom","Bay view, Mountain view, Ocean view, Valley view, Kitchen and 38 more",5.0,71,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 4.9, Value 5.0",0.010947,0.071,2,Entire,Irena,4.97,False,False
Entire home hosted by Heather,"Quepos, Province of Puntarenas, Costa Rica",Huge ocean/sunset view Breakfast/concierge/laundr,30520,"4 guests, 1 bedroom, 3 beds, 1 bathroom","Ocean view, Mountain view, Beach view, Garden view, Kitchen and 62 more",4.95,238,"Cleanliness 4.9, Accuracy 5.0, Communication 4.9, Location 5.0, Check-in 4.9, Value 4.9",0.03052,0.238,4,Entire,Heather,4.93,False,False
Casa particular hosted by Sofia,"Santa Teresa, Province of Puntarenas, Costa Rica",MUNAY House  Brand New,9952,"5 guests, 2 bedrooms, 2 beds, 2 bathrooms","Public or shared beach access, Kitchen, Wifi, Free driveway parking on premises  1 space, Private outdoor pool  available all year, open 24 hours and 36 more",5.0,116,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 5.0, Check-in 5.0, Value 5.0",0.009952,0.116,5,Casa particular,Sofia,5.0,False,False
Entire cottage hosted by Melania Y Eliecer,"La Fortuna, Alajuela Province, Costa Rica","El Mirador Rural Cabin, Wifi/A/C, TV, Parking",3151,"4 guests, 1 bedroom, 2 double beds, 1 bathroom","Mountain view, Kitchen, Wifi, Dedicated workspace, Free parking on premises and 25 more",4.9,143,"Cleanliness 4.9, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 5.0, Value 4.9",0.003151,0.143,4,Entire,Melania Y Eliecer,4.95,False,False
Entire home hosted by Marie,"UVA Punta, Limón Province, Costa Rica",Ideal Beach house,10367,"3 guests, 1 bedroom, 2 beds, 1 bathroom","Beach access  Beachfront, Waterfront, Kitchen, Wifi, Dedicated workspace and 35 more",4.91,163,"Cleanliness 4.9, Accuracy 4.9, Communication 4.9, Location 5.0, Check-in 4.9, Value 4.8",0.010367,0.163,3,Entire,Marie,4.9,False,False
Entire cottage hosted by Pacific Azure,"Malpais, Costa Rica",Mambo 's Dream Villa - Endless Coastline View,21198,"4 guests, 1 bedroom, 1 king bed, 1 bathroom","Beach access, Bay view, Kitchen, Wifi, Dedicated workspace and 44 more",4.94,98,"Cleanliness 5.0, Accuracy 5.0, Communication 4.9, Location 4.9, Check-in 5.0, Value 4.9",0.021198,0.098,4,Entire,Pacific Azure,4.95,False,False
Entire holiday home hosted by Loany,"Guácima, Alajuela province, Costa Rica","Studio, pool and gym 5 min from airport",3749,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Dedicated workspace, Free residential garage on premises  1 space, Shared outdoor pool  available all year, open specific hours and 54 more",4.81,64,"Cleanliness 4.9, Accuracy 4.9, Communication 4.9, Location 4.7, Check-in 4.8, Value 4.8",0.003749,0.064,2,Entire,Loany,4.83,False,False
Entire home hosted by Pura Vida Ecolodge,"Three rivers, Puntarenas, Costa Rica",Award Winning - Pura Vida Ecolodge,20733,"7 guests, 2 bedrooms, 4 beds, 2 bathrooms","Sea view, Valley view, Mountain view, Garden view, Ocean view, River view, Kitchen, Wifi and 59 more",4.82,359,"Cleanliness 4.8, Accuracy 4.8, Communication 4.9, Location 4.8, Check-in 4.8, Value 4.7",0.020733,0.359,7,Entire,Pura Vida Ecolodge,4.8,False,False
Shipping container hosted by Andrey,"San Carlos, Alajuela province, Costa Rica",Cozy Mountain Home Close to San Vicente,6038,"2 guests, 1 bedroom, 1 bed, 1 bathroom","City skyline view, Mountain view, Kitchen, Wifi, Dedicated workspace, Free parking on premises, HDTV with Amazon Prime Video, Disney+, Netflix, Private patio or balcony and 42 more",4.96,45,"Cleanliness 5.0, Accuracy 5.0, Communication 4.8, Location 4.9, Check-in 4.6, Value 4.9",0.006038,0.045,2,Shipping container,Andrey,4.87,False,False
Entire rental unit hosted by Colleen,"Flamingo Beach, Guanacaste Province, Costa Rica","New! Ocean view villa, hot tub, Garden Floor",8758,"4 guests, 1 bedroom, 1 king bed, 1 sofa bed, 1 bathroom","Courtyard view, Mountain view, Beach access, Kitchen, Wifi, Dedicated workspace, Free driveway parking on premises  3 spaces, Shared outdoor pool  available all year, open 24 hours, infinity and 70 more",4.9,39,"Cleanliness 5.0, Accuracy 5.0, Communication 4.9, Location 4.9, Check-in 5.0, Value 5.0",0.008758,0.039,4,Entire,Colleen,4.97,False,False
Entire guest house hosted by Marie-Christine,"Platanillo, San José Province, Costa Rica",Suave Vida Getaway - Guesthouse,9676,"4 guests, 1 bedroom, 2 king beds, 1 hammock, 1.5 bathrooms","Valley view, Public or shared beach access, Kitchen, Wifi, Free parking on premises, 50"" HDTV, Paid washing machine, Paid dryer, AC  split-type ductless system and 53 more",5.0,17,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 5.0, Check-in 4.9, Value 5.0",0.009676,0.017,4,Entire,Marie-Christine,4.98,False,True
Private room in bed and breakfast hosted by Kirani,"Drake Bay, Puntarenas Province, Costa Rica",Sea breeze in a garden paradise,2550,"3 guests, 1 bedroom, 1 double bed, 1 single bed, 1 private bathroom","Bay view, Courtyard view, Beach access, Kitchen, Wifi, Free parking on premises, Pets allowed, Paid washer  In building and 46 more",4.8,5,"Cleanliness 4.2, Accuracy 4.6, Communication 5.0, Location 4.4, Check-in 4.4, Value 4.6",0.00255,0.005,3,Private,Kirani,4.53,True,False
Entire loft hosted by Jorge Alejandro,"Curridabat, San José, Costa Rica",Roof Top Loft 18th Floor - King Size Bed-,3739,"2 guests, 1 bedroom, 1 bed, 1 bathroom","City skyline view, Mountain view, Kitchen, Wifi, Dedicated workspace, Free driveway parking on premises, Shared outdoor pool  available all year, open specific hours, heated, lap pool, Pets allowed, 43"" HDTV with cable/satellite TV, standard cable/satellite, Lift and 61 more",4.87,47,"Cleanliness 4.8, Accuracy 4.8, Communication 4.8, Location 4.8, Check-in 4.8, Value 4.9",0.003739,0.047,2,Entire,Jorge Alejandro,4.82,False,False
Entire bungalow hosted by Samuel,"Drake Bay, Puntarenas Province, Costa Rica","Jungalows in Rincn Beach, Drake Bay - ECOTOURISM",8592,"4 guests, 1 bedroom, 2 queen beds, 1 bathroom","Garden view, Beach access  Beachfront, Wifi, Dedicated workspace, Free parking on premises, Pets allowed, Patio or balcony, Garden and 30 more",4.94,83,"Cleanliness 4.9, Accuracy 4.9, Communication 4.9, Location 5.0, Check-in 4.9, Value 4.9",0.008592,0.083,4,Entire,Samuel,4.92,False,False
Barn hosted by Gerald,"San Jerónimo District, Naranjo, Alajuela Province, Costa Rica",Barn with Jacuzzi on bus 1950,4741,"6 guests, 1 bedroom, 2 queen beds, 1 bathroom","Garden view, Mountain view, Kitchen, Wifi, Dedicated workspace, Free parking on premises, Private hot tub, Pets allowed and 25 more",4.98,66,"Cleanliness 5.0, Accuracy 5.0, Communication 4.9, Location 5.0, Check-in 4.9, Value 5.0",0.004741,0.066,6,Barn,Gerald,4.97,False,False
Tiny home hosted by Yann Erik,"Pachara District, Province of Puntarenas, Costa Rica",Private Lodge  Breathtaking  Islas & Ocean view,21867,"5 guests, 2 bedrooms, 4 beds, 1 bathroom","Bay view, Mountain view, Beach access, Kitchen, Wifi, Dedicated workspace, Free parking on premises, Shared pool, Pets allowed and 31 more",5.0,17,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 5.0, Check-in 4.9, Value 5.0",0.021867,0.017,5,Tiny home,Yann Erik,4.98,False,False
Entire cabin hosted by Chris,"Monteverde, Puntarenas Province, Costa Rica",Private Honeymoon Villa With Hot Tub!!,12440,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Free parking on premises, Bath, Patio or balcony, Hair dryer, Refrigerator, Microwave and 22 more",4.95,417,"Cleanliness 4.9, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 5.0, Value 4.9",0.01244,0.417,2,Entire,Chris,4.95,False,True
Entire serviced apartment hosted by Jessy,"La Fortuna, Alajuela Province, Costa Rica",Watercolors from Arenal Yellow Cabin,7215,"3 guests, 1 bedroom, 2 beds, 1 bathroom","Kitchen, Wifi, Free parking on premises, TV, Free washer  In building and 28 more",4.92,76,"Cleanliness 4.9, Accuracy 4.9, Communication 5.0, Location 4.8, Check-in 5.0, Value 4.9",0.007215,0.076,3,Entire,Jessy,4.92,True,False
Entire villa hosted by Kira,"Puerto Viejo de Talamanca, Limón Province, Costa Rica",Nectar: 2 bedroom villa 5 min walk to sea/town,14928,"4 guests, 2 bedrooms, 2 beds, 2 bathrooms","Courtyard view, Garden view, Public or shared beach access, Kitchen, Wifi, Dedicated workspace, Free on-street parking, Private outdoor pool  available all year, open 24 hours and 38 more",4.73,11,"Cleanliness 5.0, Accuracy 4.8, Communication 4.8, Location 4.2, Check-in 5.0, Value 4.7",0.014928,0.011,4,Entire,Kira,4.75,False,False
Tiny home hosted by Minor,"Naranjo, Alajuela Province, Costa Rica",Silo home - Unique place w/ awesome views 100Mbps,3367,"2 guests, 1 bedroom, 1 bed, 1 bathroom","City skyline view, Courtyard view, Kitchen, Wifi  46 Mbps, Dedicated workspace, Free parking on premises, Pets allowed, 23"" HDTV with Amazon Prime Video, Chromecast, Netflix and 36 more",5.0,13,"Cleanliness 4.9, Accuracy 5.0, Communication 4.9, Location 4.9, Check-in 4.8, Value 5.0",0.003367,0.013,2,Tiny home,Minor,4.92,False,False
Entire home hosted by Mike & Eva,"Uvita, Puntarenas Province, Costa Rica",Villa Balcony Whale-Jungle & Ocean Views-Uvita CR,13850,"2 guests, 1 bedroom, 1 bed, 2 bathrooms","Public or shared beach access, Kitchen, Wifi, Free parking on premises, Private pool and 48 more",4.98,94,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 5.0, Check-in 5.0, Value 5.0",0.01385,0.094,2,Entire,Mike & Eva,5.0,False,False
Entire cabin hosted by Chris,"Monteverde, Puntarenas Province, Costa Rica",Private Honeymoon Villa With Hot Tub!!,12440,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Free parking on premises, Bath, Patio or balcony and 22 more",4.95,417,"Cleanliness 4.9, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 5.0, Value 4.9",0.01244,0.417,2,Entire,Chris,4.95,False,False
Entire home hosted by Jeff,"Puerto Viejo de Talamanca, Limón, Costa Rica",Sloth House I-Beach/Couples/Pool/fireplace,28944,"2 guests, 1 bedroom, 1 queen bed, 1.5 bathrooms","Beach access, Kitchen, Wifi, Free parking on premises, Private pool and 29 more",4.85,71,"Cleanliness 4.8, Accuracy 4.8, Communication 4.9, Location 4.8, Check-in 4.9, Value 4.8",0.028944,0.071,2,Entire,Jeff,4.83,False,False
Dome hosted by Marie-Christine,"Platanillo, San José Province, Costa Rica",Suave Vida Getaway - Jungle Dome,7779,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Beach access, Valley view, Kitchen, Wifi, Free parking on premises and 51 more",5.0,3,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 5.0, Check-in 5.0, Value 5.0",0.007779,0.003,2,Dome,Marie-Christine,5.0,False,False
Entire cabin hosted by Karol Y Diego,"Uvita, Puntarenas Province, Costa Rica",Bambura Cabin 2: Outstanding jungle view in Uvita,5440,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Mountain view, Kitchen, Wifi, Free parking on premises, Shared outdoor pool and 24 more",4.88,105,"Cleanliness 4.9, Accuracy 4.9, Communication 5.0, Location 4.8, Check-in 4.9, Value 4.8",0.00544,0.105,2,Entire,Karol Y Diego,4.88,False,False
Entire holiday home hosted by Alexander,"Esterillos Oeste, Province of Puntarenas, Costa Rica",A 5-Star Resort For Two stealing time,26990,"2 guests, 1 bedroom, 1 king bed, 1.5 bathrooms","Public or shared beach access, Mountain view, Ocean view, Kitchen, Wifi and 73 more",5.0,30,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 5.0, Value 5.0",0.02699,0.03,2,Entire,Alexander,4.98,False,False
Entire home hosted by Tim,"Puntarenas Province, Costa Rica",Casa Flores - luxury ocean view home,24258,"5 guests, 2 bedrooms, 3 beds, 2 bathrooms","Ocean view, Kitchen, Wifi, Dedicated workspace, Free parking on premises and 32 more",5.0,2,"Cleanliness 4.9, Accuracy 4.9, Communication 4.9, Location 4.9, Check-in 4.9, Value 4.8",0.024258,0.002,5,Entire,Tim,4.88,False,False
Entire guest suite hosted by Muriel,"Potrero, province of Guanacaste, Costa Rica",Romantic place: Amazing ocean sunset view Comfort,16794,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Bay view, Beach view, Mountain view, Ocean view, Sea view and 53 more",5.0,83,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 5.0, Value 5.0",0.016794,0.083,2,Entire,Muriel,4.98,False,False
Room in boutique hotel hosted by John,San Jose Costa Rica,Cozy boutique bedroom - walking distance to center,2737,"2 guests, 1 bedroom, 1 double bed, 1 private bathroom","Kitchen, Wifi, Dedicated workspace, Free parking on premises, Patio or balcony and 24 more",4.91,35,"Cleanliness 4.9, Accuracy 4.9, Communication 4.9, Location 4.8, Check-in 4.7, Value 4.9",0.002737,0.035,2,Single Room,John,4.85,False,False
Entire home hosted by Rosie,"Bejuco Beach, Parrita, Puntarenas, Costa Rica",Windows Villa IV w/Private Pool,18660,"6 guests, 3 bedrooms, 4 beds, 2.5 bathrooms","Lake access, Kitchen, Wifi, Free parking on premises, Private pool and 37 more",4.92,258,"Cleanliness 4.9, Accuracy 4.9, Communication 5.0, Location 4.9, Check-in 5.0, Value 4.9",0.01866,0.258,6,Entire,Rosie,4.93,False,False
Entire rental unit hosted by Colleen,"Flamingo Beach, Guanacaste Province, Costa Rica","Ocean view villa, hot tub, Top Floor",9521,"2 guests, 1 bedroom, 1 king bed, 1 bathroom","Public or shared beach access, Valley view, Garden view, Courtyard view, Ocean view and 66 more",4.98,138,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 4.9, Check-in 5.0, Value 5.0",0.009521,0.138,2,Entire,Colleen,4.98,False,False
Dome hosted by Atleya,"San Mateo, Alajuela province, Costa Rica",De Este a Oeste Glamping,10666,"2 guests, 1 bedroom, 1 king bed, 1 bathroom","City skyline view, Courtyard view, Garden view, Mountain view, Ocean view and 44 more",4.98,99,"Cleanliness 5.0, Accuracy 5.0, Communication 5.0, Location 5.0, Check-in 5.0, Value 4.9",0.010666,0.099,2,Dome,Atleya,4.98,False,False
Entire apartment hosted by Cindy,"Rohrmoser, San Jose, Costa Rica",Cozy Studio special to relax or work home,3981,"3 guests, 1 bedroom, 1 queen bed, 1 sofa bed, 1 bathroom","Mountain view, City skyline view, Kitchen, Fast wifi  142 Mbps, Dedicated workspace and 55 more",4.78,37,"Cleanliness 4.9, Accuracy 4.9, Communication 4.8, Location 4.8, Check-in 4.8, Value 4.8",0.003981,0.037,3,Entire,Cindy,4.83,False,False
Entire rental unit hosted by Zoe,"Tamarindo, Guanacaste Province, Costa Rica",Tamarindo Studio #4 | Close to beach & town center,4561,"2 guests, 1 bedroom, 1 bed, 1 bathroom","Kitchen, Wifi, Free parking on premises, TV, Washing machine and 13 more",4.78,37,"Cleanliness 4.8, Accuracy 4.9, Communication 4.7, Location 4.8, Check-in 4.8, Value 4.9",0.004561,0.037,2,Entire,Zoe,4.82,False,False
